user_id,age,gender,location,city_tier,occupation,device_type,income_level,marital_status,has_kids,language,total_clicks_30d,total_likes_30d,total_shares_30d,avg_dwell_time,bounce_rate,cart_add_30d,search_count_30d,weekend_ratio,night_owl_score,morning_bird_score,app_open_daily,notif_click_rate,last_active_days,avg_session_depth,churn_prob,avg_ticket_size,max_item_spend,total_ltv,discount_affinity,premium_affinity,return_rate,cod_user,wallet_user,loyalty_points,membership_level,aff_electronics,aff_fashion,aff_fitness,aff_home,aff_beauty,aff_groceries,aff_books,aff_gaming,aff_lifestyle,aff_travel,profile_bio,top_searched_brand,buying_intent_score,last_search_query
USR_2439,31,Female,Chennai,Tier 1,Doctor,Android,High,Married,1,Regional,18,47,16,159.65,0.79,16,28,0.38,0.76,0.28,2,0.11,5,2,0.55,9811,24154,401582,0.14,0.62,0.18,0,1,1309,Silver,0.82,0.46,0.22,0.68,0.48,0.14,0.83,0.73,0.38,0.49,"Doctor from Chennai, loves Home Decor. Frequent Android user.",Nike,0.59,Best Fitness products
USR_2440,61,Male,Delhi,Tier 3,Teacher,Windows,High,Single,0,English,99,51,18,239.69,0.37,15,63,0.84,0.53,0.98,6,0.42,26,18,0.97,7791,33953,157758,0.31,0.21,0.03,0,1,1396,Silver,0.65,0.39,0.38,0.65,0.62,0.53,0.05,0.58,0.92,0.79,"Teacher from Delhi, loves Gaming. Frequent Windows user.",Samsung,0.32,Best Beauty products
USR_2441,28,Female,Kolkata,Tier 2,Artist,Android,Low,Single,1,Regional,167,90,12,24.35,0.51,9,64,0.77,0.48,0.06,12,0.03,15,13,0.37,18517,29401,63422,0.78,0.46,0.26,1,1,3186,Platinum,0.79,0.2,0.25,0.17,0.82,0.15,0.63,0.54,0.11,0.61,"Artist from Kolkata, loves Tech. Frequent Android user.",Samsung,0.42,Best Fashion products
USR_2442,65,Female,Bangalore,Tier 3,Student,Android,High,Married,1,Hindi,89,13,10,108.15,0.33,12,15,0.55,0.27,0.08,3,0.08,15,3,0.72,1626,39322,363621,0.21,0.49,0.15,0,0,611,Free,0.76,0.78,0.66,0.57,0.06,0.89,0.1,0.64,0.96,0.58,"Student from Bangalore, loves Gaming. Frequent Android user.",Nike,0.41,Best Books products
USR_2443,47,Non-Binary,Delhi,Tier 1,Software Engineer,Android,Ultra-High,Single,1,English,193,33,17,48.8,0.76,25,66,0.53,0.14,0.73,8,0.35,23,19,0.16,12189,20855,54987,0.16,0.32,0.15,1,0,2363,Gold,0.09,0.61,0.75,0.68,0.86,0.38,0.31,0.3,0.11,0.67,"Software Engineer from Delhi, loves Beauty. Frequent Android user.",Samsung,0.31,Best Fashion products
USR_2444,61,Male,Mumbai,Tier 1,Teacher,Android,Medium,Single,1,Regional,77,88,1,259.86,0.26,28,62,0.81,0.1,0.68,4,0.08,30,16,0.31,19296,21783,262469,0.69,0.95,0.2,0,0,2853,Gold,0.26,0.18,0.94,0.6,0.47,0.59,0.04,0.04,0.44,0.82,"Teacher from Mumbai, loves Fashion. Frequent Android user.",Nike,0.21,Best Gaming products
USR_2445,18,Non-Binary,Kolkata,Tier 2,Entrepreneur,Windows,High,Married,1,Regional,427,3,19,38.54,0.57,22,40,0.77,0.59,0.09,11,0.49,24,13,0.03,15069,22179,240727,0.62,0.62,0.01,1,0,488,Platinum,0.75,0.37,0.51,0.08,0.79,0.14,0.25,0.17,0.5,0.16,"Entrepreneur from Kolkata, loves Fitness. Frequent Windows user.",Samsung,0.02,Best Beauty products
USR_2446,20,Female,Hyderabad,Tier 2,Software Engineer,iOS,Medium,Married,0,Regional,306,88,7,32.16,0.22,28,5,0.51,0.96,0.51,10,0.16,6,16,0.55,11688,18513,451335,0.59,0.73,0.0,1,0,495,Free,0.85,0.17,0.07,0.95,0.71,0.3,0.45,0.3,0.92,0.69,"Software Engineer from Hyderabad, loves Beauty. Frequent iOS user.",LG,0.68,Best Tech products
USR_2447,35,Male,Pune,Tier 2,Doctor,iOS,Medium,Single,0,Regional,242,0,18,136.63,0.74,0,15,0.47,0.38,0.22,14,0.15,19,7,0.57,22309,36843,332380,0.55,0.16,0.05,0,0,2141,Silver,0.58,0.3,0.18,0.37,0.12,0.59,0.41,0.46,0.4,0.32,"Doctor from Pune, loves Gaming. Frequent iOS user.",Samsung,0.96,Best Fitness products
USR_2448,63,Non-Binary,Pune,Tier 3,Doctor,MacOS,Low,Single,1,Regional,239,71,3,81.17,0.63,8,72,0.82,0.3,0.66,1,0.27,10,8,0.98,2039,48324,353773,0.53,0.69,0.04,1,1,959,Gold,0.14,0.47,0.24,0.95,0.19,0.05,0.21,0.53,0.02,0.2,"Doctor from Pune, loves Home Decor. Frequent MacOS user.",Zara,0.96,Best Beauty products
USR_2449,51,Female,Kolkata,Tier 2,Artist,MacOS,Medium,Married,1,Regional,260,86,15,172.25,0.5,12,96,0.5,0.31,0.74,14,0.14,22,1,0.99,6680,9811,325755,0.71,0.22,0.21,1,0,25,Gold,0.31,0.77,0.04,0.09,0.39,0.96,0.07,0.69,0.53,0.67,"Artist from Kolkata, loves Tech. Frequent MacOS user.",LG,0.39,Best Home Decor products
USR_2450,46,Male,Kolkata,Tier 2,Teacher,Windows,Low,Married,0,Regional,171,29,17,66.27,0.62,14,52,0.33,0.19,0.94,11,0.04,1,10,0.05,20417,20863,179328,0.22,0.25,0.02,0,1,575,Silver,0.37,0.72,0.27,0.59,0.47,0.44,0.92,0.41,0.36,0.78,"Teacher from Kolkata, loves Home Decor. Frequent Windows user.",Zara,0.33,Best Home Decor products
USR_2451,50,Male,Bangalore,Tier 1,Software Engineer,iOS,Medium,Married,0,Hindi,346,28,0,169.99,0.19,22,31,0.28,0.54,0.67,1,0.06,20,17,0.13,24361,33514,185571,0.24,0.87,0.1,0,1,1358,Platinum,0.39,0.58,0.54,0.68,0.01,0.22,0.94,0.96,0.01,0.55,"Software Engineer from Bangalore, loves Beauty. Frequent iOS user.",LG,0.01,Best Fitness products
USR_2452,50,Female,Mumbai,Tier 1,Artist,MacOS,High,Married,0,Hindi,18,14,1,176.1,0.53,9,99,0.18,0.24,0.94,15,0.19,25,5,0.14,5205,26904,172765,0.29,0.58,0.03,1,0,2995,Silver,0.55,0.74,0.97,0.48,0.64,0.61,0.32,0.39,0.92,0.73,"Artist from Mumbai, loves Home Decor. Frequent MacOS user.",Nike,0.29,Best Books products
USR_2453,33,Male,Chennai,Tier 3,Doctor,MacOS,High,Single,1,Hindi,130,61,14,209.91,0.38,2,17,0.57,0.08,0.56,3,0.26,28,17,0.62,9006,16031,26231,0.78,0.69,0.14,1,1,3837,Silver,0.06,0.27,0.46,0.46,0.03,0.64,0.98,0.24,0.71,0.25,"Doctor from Chennai, loves Gaming. Frequent MacOS user.",LG,0.77,Best Books products
USR_2454,34,Female,Bangalore,Tier 1,Software Engineer,iOS,Medium,Married,0,English,243,5,13,105.52,0.67,25,47,0.33,0.02,0.13,6,0.28,11,8,0.39,21828,23927,13233,0.28,0.18,0.05,0,1,4919,Platinum,0.71,0.58,0.79,0.97,0.69,0.91,0.1,0.47,0.57,0.01,"Software Engineer from Bangalore, loves Home Decor. Frequent iOS user.",Samsung,0.7,Best Beauty products
USR_2455,38,Female,Hyderabad,Tier 2,Student,MacOS,Medium,Married,1,Hindi,388,4,0,275.77,0.4,18,50,0.48,0.97,0.74,2,0.02,26,6,0.82,16521,34590,340106,0.34,0.66,0.21,0,0,4199,Platinum,0.73,0.03,0.53,0.95,0.89,0.81,0.01,0.98,0.57,0.3,"Student from Hyderabad, loves Books. Frequent MacOS user.",Samsung,0.28,Best Books products
USR_2456,38,Non-Binary,Hyderabad,Tier 3,Entrepreneur,Windows,Medium,Married,1,Regional,350,15,11,182.66,0.61,23,64,0.48,0.78,0.09,15,0.46,27,11,0.26,5356,6277,422911,0.21,0.9,0.2,0,1,3554,Silver,0.25,0.82,0.53,0.11,0.41,0.29,0.79,0.66,0.86,0.33,"Entrepreneur from Hyderabad, loves Home Decor. Frequent Windows user.",Samsung,0.35,Best Fashion products
USR_2457,41,Female,Bangalore,Tier 1,Entrepreneur,iOS,Medium,Single,0,English,116,62,14,77.17,0.75,26,58,0.89,0.7,0.22,8,0.27,12,19,0.92,22061,32498,234710,0.18,0.14,0.01,0,1,872,Silver,0.32,0.7,0.51,0.52,0.9,0.31,0.95,0.35,0.87,0.32,"Entrepreneur from Bangalore, loves Gaming. Frequent iOS user.",Zara,0.81,Best Tech products
USR_2458,35,Female,Bangalore,Tier 2,Teacher,Android,Low,Married,1,English,323,84,3,59.35,0.77,21,89,0.66,0.4,0.19,10,0.17,28,7,0.63,5045,15381,312440,0.43,0.17,0.2,0,1,3103,Silver,0.64,0.42,0.48,0.57,0.17,0.67,0.78,0.33,0.13,0.42,"Teacher from Bangalore, loves Home Decor. Frequent Android user.",Apple,0.36,Best Beauty products
USR_2459,25,Male,Kolkata,Tier 2,Entrepreneur,iOS,High,Married,0,Regional,75,81,18,253.9,0.64,19,31,0.61,0.64,0.47,4,0.46,3,8,0.96,19356,27126,168444,0.71,0.34,0.23,1,1,3379,Free,0.33,0.55,0.17,0.03,0.56,0.06,0.02,0.2,0.81,0.91,"Entrepreneur from Kolkata, loves Beauty. Frequent iOS user.",Zara,0.62,Best Gaming products
USR_2460,51,Male,Hyderabad,Tier 1,Artist,MacOS,Ultra-High,Single,1,English,272,80,4,193.51,0.53,28,55,0.85,0.37,0.0,3,0.17,0,7,0.38,18204,28928,246179,0.11,0.12,0.15,0,0,2292,Gold,0.5,0.55,0.97,0.22,0.52,0.38,0.92,0.83,0.74,0.08,"Artist from Hyderabad, loves Home Decor. Frequent MacOS user.",LG,0.61,Best Beauty products
USR_2461,46,Male,Delhi,Tier 1,Artist,Windows,High,Single,1,Hindi,139,92,16,269.43,0.28,10,80,0.75,0.55,0.39,9,0.16,2,2,0.28,16449,26412,478672,0.53,0.39,0.1,0,0,3016,Gold,0.89,0.28,0.79,0.54,0.2,0.04,0.99,0.11,0.25,0.36,"Artist from Delhi, loves Tech. Frequent Windows user.",Apple,0.44,Best Fashion products
USR_2462,36,Female,Hyderabad,Tier 1,Student,Windows,Ultra-High,Married,0,English,143,77,7,151.38,0.4,8,43,0.31,0.3,0.56,4,0.03,15,20,0.23,17193,23597,177309,0.51,0.46,0.13,0,0,747,Gold,0.11,0.77,0.86,0.24,0.9,0.99,0.82,0.66,0.41,0.13,"Student from Hyderabad, loves Tech. Frequent Windows user.",Apple,0.15,Best Beauty products
USR_2463,19,Male,Mumbai,Tier 2,Teacher,Android,Medium,Married,0,Hindi,431,58,14,79.23,0.61,1,57,0.29,0.76,0.25,14,0.26,3,19,0.57,11711,45158,294011,0.31,0.35,0.28,0,0,4468,Platinum,0.38,0.19,0.36,0.29,0.44,0.08,0.83,0.4,0.35,0.8,"Teacher from Mumbai, loves Tech. Frequent Android user.",Samsung,0.27,Best Beauty products
USR_2464,49,Non-Binary,Mumbai,Tier 2,Entrepreneur,MacOS,High,Married,0,Hindi,115,52,20,129.63,0.77,28,26,0.85,0.94,0.56,8,0.43,23,10,0.57,16674,36409,457940,0.89,0.25,0.06,1,0,187,Gold,0.97,0.51,0.63,0.12,0.84,0.21,0.58,0.21,0.03,0.23,"Entrepreneur from Mumbai, loves Books. Frequent MacOS user.",Apple,0.44,Best Home Decor products
USR_2465,43,Male,Delhi,Tier 2,Doctor,Android,High,Single,1,English,381,96,13,27.77,0.35,16,76,0.65,0.2,0.69,10,0.3,13,1,0.92,23799,36915,171674,0.81,0.22,0.23,0,1,1446,Platinum,0.58,0.01,0.37,0.68,0.95,0.99,0.77,0.75,0.97,0.74,"Doctor from Delhi, loves Gaming. Frequent Android user.",LG,0.16,Best Fashion products
USR_2466,41,Male,Mumbai,Tier 3,Software Engineer,Windows,High,Married,0,Regional,302,77,6,104.27,0.31,11,19,0.47,0.35,0.76,9,0.39,12,10,0.03,21798,21901,438658,0.54,0.44,0.01,0,0,1664,Platinum,0.51,0.04,0.32,0.15,0.15,0.36,0.56,0.77,0.33,0.67,"Software Engineer from Mumbai, loves Beauty. Frequent Windows user.",Zara,0.41,Best Tech products
USR_2467,24,Male,Hyderabad,Tier 2,Entrepreneur,Windows,Medium,Single,1,Hindi,122,5,9,266.41,0.59,16,52,0.28,0.41,0.59,4,0.47,11,2,0.17,5633,41056,156964,0.34,0.29,0.03,1,1,1544,Platinum,0.42,0.08,0.26,0.94,0.71,0.23,0.11,0.3,0.18,0.82,"Entrepreneur from Hyderabad, loves Fashion. Frequent Windows user.",Samsung,0.77,Best Beauty products
USR_2468,60,Non-Binary,Bangalore,Tier 3,Doctor,iOS,Low,Married,0,English,499,83,14,72.21,0.44,23,6,0.81,0.11,0.93,12,0.31,22,8,0.12,10429,37951,380527,0.59,0.14,0.2,0,0,848,Gold,0.73,0.61,0.24,0.32,0.13,0.68,0.98,0.02,0.46,0.42,"Doctor from Bangalore, loves Books. Frequent iOS user.",Apple,0.19,Best Fitness products
USR_2469,30,Male,Chennai,Tier 1,Student,Android,Ultra-High,Single,0,Regional,13,39,9,54.92,0.16,4,43,0.63,0.17,0.64,1,0.36,15,17,0.45,14714,41462,17709,0.85,0.12,0.13,0,0,1443,Gold,0.79,0.88,0.11,0.22,0.0,0.62,0.81,0.51,0.65,0.12,"Student from Chennai, loves Tech. Frequent Android user.",Apple,0.49,Best Home Decor products
USR_2470,28,Non-Binary,Pune,Tier 2,Artist,Android,Low,Married,0,Regional,280,82,15,191.91,0.52,11,45,0.5,0.44,0.91,13,0.32,26,18,0.99,4793,30252,92477,0.85,0.05,0.27,0,1,521,Gold,0.44,0.35,0.93,0.48,0.72,0.15,0.48,0.63,0.3,0.23,"Artist from Pune, loves Books. Frequent Android user.",Nike,0.75,Best Tech products
USR_2471,26,Non-Binary,Delhi,Tier 1,Doctor,MacOS,Low,Single,0,Hindi,67,82,0,114.38,0.34,18,63,0.55,0.43,0.16,2,0.13,8,3,0.85,3173,9497,229487,0.74,0.4,0.22,0,1,182,Free,0.33,0.51,0.35,0.18,0.66,0.08,0.29,0.04,0.68,0.53,"Doctor from Delhi, loves Beauty. Frequent MacOS user.",Nike,0.45,Best Fitness products
USR_2472,24,Female,Bangalore,Tier 1,Artist,MacOS,Ultra-High,Single,1,Regional,162,19,13,190.56,0.36,11,58,0.31,0.57,0.14,3,0.48,5,15,0.24,19057,21102,356358,0.7,0.54,0.15,1,1,3798,Platinum,0.19,0.71,0.99,0.94,0.8,0.59,0.75,0.02,0.63,0.13,"Artist from Bangalore, loves Gaming. Frequent MacOS user.",Apple,0.42,Best Gaming products
USR_2473,63,Female,Delhi,Tier 1,Teacher,Windows,Low,Married,0,Hindi,100,18,19,179.4,0.31,24,88,0.65,0.14,0.43,6,0.2,14,16,0.38,16556,17987,20166,0.6,0.36,0.16,0,1,3081,Gold,0.27,0.62,0.52,0.82,0.98,0.19,0.79,0.6,0.08,0.37,"Teacher from Delhi, loves Fashion. Frequent Windows user.",Apple,0.8,Best Books products
USR_2474,21,Male,Hyderabad,Tier 3,Doctor,MacOS,Low,Married,1,English,44,60,19,264.31,0.24,12,62,0.12,0.72,0.72,3,0.22,1,19,0.94,24220,39105,451344,0.33,0.02,0.21,0,0,2078,Free,0.18,0.2,0.07,0.87,0.84,0.43,0.44,0.65,0.27,0.12,"Doctor from Hyderabad, loves Beauty. Frequent MacOS user.",Zara,0.13,Best Beauty products
USR_2475,65,Non-Binary,Kolkata,Tier 1,Teacher,Android,High,Single,1,Regional,191,8,11,187.17,0.13,7,44,0.72,0.45,0.48,3,0.03,23,1,0.11,1356,3123,14512,0.69,0.4,0.21,0,0,577,Free,0.88,0.18,0.44,0.31,0.34,0.31,0.4,0.67,0.95,0.91,"Teacher from Kolkata, loves Gaming. Frequent Android user.",Samsung,0.56,Best Beauty products
USR_2476,31,Non-Binary,Mumbai,Tier 2,Teacher,Windows,Ultra-High,Married,0,Regional,143,37,11,137.76,0.29,26,17,0.52,0.45,0.35,11,0.25,9,16,0.81,12262,15302,116988,0.56,0.77,0.16,0,0,26,Gold,0.62,0.9,0.19,0.47,0.13,0.91,0.26,0.34,0.2,0.58,"Teacher from Mumbai, loves Gaming. Frequent Windows user.",Nike,0.48,Best Books products
USR_2477,37,Female,Hyderabad,Tier 2,Artist,Android,Ultra-High,Single,0,English,444,89,20,188.52,0.42,19,67,0.71,0.62,0.49,11,0.32,2,5,0.52,11735,30023,342397,0.62,0.38,0.19,0,1,534,Platinum,0.27,0.01,0.5,0.62,0.15,0.53,0.02,0.67,0.83,0.85,"Artist from Hyderabad, loves Gaming. Frequent Android user.",Samsung,0.92,Best Home Decor products
USR_2478,59,Male,Delhi,Tier 3,Artist,MacOS,Medium,Married,0,English,254,46,6,230.62,0.37,15,39,0.88,0.14,0.52,7,0.19,7,19,0.59,2516,31723,137255,0.28,0.52,0.07,0,0,4181,Platinum,0.12,0.56,0.24,0.08,0.68,0.84,0.59,0.9,0.06,0.01,"Artist from Delhi, loves Beauty. Frequent MacOS user.",Apple,0.67,Best Beauty products
USR_2479,61,Male,Bangalore,Tier 3,Artist,Windows,Low,Married,0,English,151,68,1,138.42,0.39,2,98,0.31,0.68,0.65,6,0.1,4,15,0.69,22790,25207,182521,0.27,0.93,0.17,0,1,2253,Silver,0.73,0.82,0.93,0.48,0.71,0.51,0.36,0.94,0.02,0.89,"Artist from Bangalore, loves Fitness. Frequent Windows user.",Zara,0.2,Best Beauty products
USR_2480,62,Non-Binary,Pune,Tier 1,Doctor,MacOS,Low,Married,1,English,411,98,11,162.38,0.22,20,91,0.33,0.83,0.28,13,0.46,18,20,0.28,5053,44731,3149,0.52,0.37,0.0,0,0,2160,Silver,0.46,0.05,0.81,0.24,0.22,0.05,0.24,0.5,0.54,0.46,"Doctor from Pune, loves Gaming. Frequent MacOS user.",Nike,0.2,Best Gaming products
USR_2481,65,Non-Binary,Delhi,Tier 2,Entrepreneur,Android,Medium,Single,1,Regional,400,82,15,58.46,0.7,12,5,0.26,0.48,0.62,5,0.13,20,15,0.14,15515,33154,47392,0.36,0.1,0.09,0,1,1680,Platinum,0.96,0.3,0.82,0.59,0.81,1.0,0.15,1.0,0.07,0.36,"Entrepreneur from Delhi, loves Tech. Frequent Android user.",LG,0.02,Best Fitness products
USR_2482,22,Non-Binary,Pune,Tier 2,Software Engineer,iOS,Ultra-High,Single,0,English,160,66,20,207.53,0.2,28,66,0.82,0.64,0.84,5,0.24,9,20,0.93,5262,5507,431911,0.37,0.82,0.22,0,0,589,Silver,0.83,0.38,0.99,0.07,0.44,0.68,0.18,0.65,0.04,0.78,"Software Engineer from Pune, loves Books. Frequent iOS user.",Nike,0.08,Best Books products
USR_2483,33,Non-Binary,Pune,Tier 3,Student,MacOS,Low,Married,0,Regional,303,49,17,147.47,0.27,1,60,0.84,0.72,0.12,10,0.32,11,7,0.88,16409,33270,40152,0.44,0.13,0.11,1,1,433,Silver,0.87,0.46,0.64,0.23,0.83,0.62,0.13,0.76,0.09,0.22,"Student from Pune, loves Gaming. Frequent MacOS user.",Zara,0.31,Best Beauty products
USR_2484,46,Non-Binary,Kolkata,Tier 1,Entrepreneur,iOS,Ultra-High,Married,1,English,22,13,17,49.06,0.75,22,32,0.82,0.47,0.22,11,0.4,26,5,0.08,22112,37906,210492,0.68,0.15,0.1,1,1,2335,Gold,0.06,0.48,0.03,0.13,0.23,0.7,0.64,0.72,0.3,0.87,"Entrepreneur from Kolkata, loves Fitness. Frequent iOS user.",Samsung,0.37,Best Fashion products
USR_2485,39,Female,Mumbai,Tier 2,Software Engineer,iOS,Medium,Single,0,Regional,475,47,3,122.29,0.32,9,67,0.35,0.71,0.16,14,0.36,14,3,0.72,24667,25445,287429,0.69,0.06,0.24,0,1,4514,Platinum,0.97,0.62,0.03,0.88,0.37,0.62,0.68,0.12,0.47,0.71,"Software Engineer from Mumbai, loves Gaming. Frequent iOS user.",Apple,0.87,Best Tech products
USR_2486,58,Non-Binary,Delhi,Tier 3,Software Engineer,Android,Ultra-High,Single,1,Regional,306,19,1,155.49,0.5,22,8,0.71,0.05,0.69,5,0.26,4,7,0.74,19204,26346,276176,0.48,0.27,0.27,0,1,3847,Silver,0.88,0.81,0.01,0.53,0.75,0.53,0.29,0.3,0.34,0.09,"Software Engineer from Delhi, loves Fitness. Frequent Android user.",Nike,0.23,Best Fitness products
USR_2487,41,Male,Mumbai,Tier 2,Entrepreneur,iOS,Medium,Married,0,Hindi,116,70,8,37.1,0.62,22,50,0.67,0.14,0.88,10,0.48,13,16,0.47,24713,27113,69848,0.21,0.64,0.08,1,1,934,Free,0.05,0.34,0.27,0.21,0.69,0.9,0.61,0.0,0.91,0.75,"Entrepreneur from Mumbai, loves Home Decor. Frequent iOS user.",Apple,0.89,Best Beauty products
USR_2488,47,Female,Bangalore,Tier 3,Student,iOS,Ultra-High,Married,1,Regional,455,49,13,110.52,0.77,21,34,0.54,0.7,0.9,8,0.33,28,1,0.47,16817,29065,147007,0.56,0.45,0.15,1,0,4527,Silver,0.03,0.67,0.65,0.07,0.04,0.4,1.0,0.6,0.32,0.09,"Student from Bangalore, loves Fitness. Frequent iOS user.",Apple,0.17,Best Beauty products
USR_2489,31,Non-Binary,Bangalore,Tier 1,Student,iOS,Low,Married,1,English,234,23,5,9.1,0.65,26,31,0.37,0.65,0.73,2,0.38,25,3,0.94,23474,32267,90242,0.2,0.83,0.1,0,1,1985,Silver,0.49,1.0,0.68,0.5,0.77,0.04,0.99,0.66,0.16,0.3,"Student from Bangalore, loves Books. Frequent iOS user.",Apple,0.19,Best Gaming products
USR_2490,63,Female,Bangalore,Tier 2,Teacher,iOS,Medium,Single,1,Regional,82,50,6,72.17,0.62,19,23,0.34,0.05,0.41,10,0.19,13,3,0.17,8648,38329,182321,0.31,0.29,0.28,0,1,4291,Silver,0.65,0.3,0.12,0.99,0.36,0.41,0.16,0.84,0.09,0.89,"Teacher from Bangalore, loves Books. Frequent iOS user.",Samsung,0.87,Best Gaming products
USR_2491,33,Non-Binary,Chennai,Tier 1,Software Engineer,Windows,Medium,Married,1,Regional,275,23,20,263.56,0.66,19,56,0.53,0.65,0.84,7,0.33,18,14,0.52,5150,42799,104012,0.24,0.38,0.17,0,0,3639,Platinum,0.04,0.68,0.53,0.54,0.67,0.34,0.86,0.79,0.92,0.9,"Software Engineer from Chennai, loves Home Decor. Frequent Windows user.",Samsung,0.74,Best Beauty products
USR_2492,59,Non-Binary,Bangalore,Tier 2,Artist,Windows,High,Married,1,English,222,51,16,124.48,0.59,23,80,0.16,0.91,0.87,12,0.49,12,4,0.07,5471,16804,382756,0.15,0.71,0.27,0,0,1082,Platinum,0.26,0.24,0.27,0.28,0.83,0.88,0.69,0.51,0.62,0.15,"Artist from Bangalore, loves Home Decor. Frequent Windows user.",Nike,0.06,Best Fashion products
USR_2493,53,Non-Binary,Kolkata,Tier 2,Software Engineer,Android,Medium,Single,0,English,235,96,3,83.23,0.53,1,27,0.23,0.83,0.8,2,0.38,26,1,0.45,8862,18458,365353,0.9,0.22,0.13,0,1,4382,Gold,0.52,0.96,0.57,0.75,0.18,0.74,0.31,0.89,0.85,0.46,"Software Engineer from Kolkata, loves Home Decor. Frequent Android user.",LG,0.32,Best Beauty products
USR_2494,20,Male,Pune,Tier 3,Entrepreneur,Android,Low,Married,0,English,63,3,18,132.19,0.45,0,60,0.6,0.06,0.65,1,0.49,27,4,0.79,12222,12609,50688,0.8,0.65,0.17,1,0,2873,Silver,0.2,0.99,0.44,0.92,0.9,0.29,0.97,0.43,0.3,0.29,"Entrepreneur from Pune, loves Beauty. Frequent Android user.",LG,0.05,Best Books products
USR_2495,46,Male,Hyderabad,Tier 3,Entrepreneur,Windows,Low,Married,1,Regional,71,34,2,66.01,0.52,11,72,0.62,0.65,0.49,9,0.0,7,20,0.21,16470,46328,324862,0.58,0.37,0.03,0,1,3350,Gold,0.08,0.82,0.17,0.14,0.96,0.72,0.25,0.1,0.36,0.66,"Entrepreneur from Hyderabad, loves Fashion. Frequent Windows user.",LG,0.01,Best Home Decor products
USR_2496,49,Female,Chennai,Tier 3,Doctor,iOS,Low,Single,0,Regional,270,5,18,140.86,0.78,22,49,0.71,0.18,0.99,8,0.32,10,6,0.89,14341,45488,136726,0.15,0.56,0.13,1,1,3123,Free,0.39,0.16,0.4,0.59,0.92,0.68,0.29,0.66,0.78,0.21,"Doctor from Chennai, loves Gaming. Frequent iOS user.",Zara,0.03,Best Fitness products
USR_2497,54,Non-Binary,Hyderabad,Tier 3,Software Engineer,Android,Ultra-High,Married,0,English,305,2,0,271.69,0.19,20,15,0.55,0.85,0.85,13,0.41,4,10,0.5,9217,32036,82494,0.16,0.14,0.07,0,1,2071,Platinum,0.81,0.22,0.47,0.64,0.61,0.65,0.47,0.43,0.38,0.13,"Software Engineer from Hyderabad, loves Fitness. Frequent Android user.",Zara,0.7,Best Beauty products
USR_2498,28,Non-Binary,Kolkata,Tier 2,Software Engineer,MacOS,High,Married,0,English,327,80,14,154.51,0.72,26,25,0.54,0.02,0.79,1,0.41,2,16,0.1,6806,30010,160686,0.81,0.19,0.14,1,1,1389,Free,0.97,0.4,0.12,0.79,0.19,0.98,0.7,0.67,0.41,0.6,"Software Engineer from Kolkata, loves Fitness. Frequent MacOS user.",Zara,0.1,Best Home Decor products
USR_2499,29,Non-Binary,Kolkata,Tier 3,Doctor,MacOS,Ultra-High,Married,0,Regional,84,94,3,243.12,0.45,27,69,0.45,0.5,0.56,3,0.1,9,3,0.64,21924,41057,355579,0.54,0.01,0.03,0,1,2407,Gold,0.83,0.67,0.23,0.98,0.77,0.53,0.11,0.45,0.82,0.27,"Doctor from Kolkata, loves Fitness. Frequent MacOS user.",Zara,0.55,Best Gaming products
USR_2500,38,Male,Chennai,Tier 3,Software Engineer,iOS,High,Married,1,English,148,9,10,254.06,0.28,30,78,0.71,0.16,0.46,5,0.37,14,19,0.66,20844,42706,370578,0.3,0.68,0.04,0,1,2708,Silver,0.18,0.02,0.16,0.06,0.23,0.51,0.71,0.65,0.91,0.92,"Software Engineer from Chennai, loves Fitness. Frequent iOS user.",Nike,0.55,Best Gaming products
USR_2501,49,Male,Pune,Tier 3,Software Engineer,Windows,High,Single,1,English,314,9,3,142.31,0.4,30,61,0.49,0.5,0.66,11,0.45,2,4,0.67,22414,43667,23596,0.76,0.15,0.05,1,1,288,Platinum,0.29,0.59,0.07,0.02,0.79,0.19,0.61,0.49,0.86,0.19,"Software Engineer from Pune, loves Fitness. Frequent Windows user.",Samsung,0.56,Best Beauty products
USR_2502,63,Male,Hyderabad,Tier 2,Artist,Android,Low,Married,0,Regional,253,80,4,40.35,0.46,21,76,0.31,0.92,0.63,12,0.31,20,5,0.48,24323,32853,341965,0.36,0.49,0.09,1,0,4008,Silver,0.57,0.78,0.59,0.82,0.96,0.21,0.79,0.61,0.67,0.99,"Artist from Hyderabad, loves Fitness. Frequent Android user.",Apple,1.0,Best Beauty products
USR_2503,49,Non-Binary,Delhi,Tier 3,Student,Android,High,Single,1,Regional,300,34,9,285.37,0.12,9,39,0.48,0.46,0.24,11,0.18,8,3,0.84,821,39007,394455,0.32,0.71,0.01,1,0,1574,Silver,0.34,0.46,0.46,0.51,0.96,0.04,0.75,0.34,0.23,0.89,"Student from Delhi, loves Gaming. Frequent Android user.",LG,0.04,Best Fitness products
USR_2504,61,Female,Mumbai,Tier 3,Doctor,Windows,Ultra-High,Married,1,Hindi,232,86,8,103.54,0.45,25,56,0.72,0.19,0.14,3,0.0,19,17,0.88,15152,49000,157305,0.31,0.37,0.0,0,0,4896,Silver,0.47,0.54,0.7,0.38,0.77,0.11,1.0,0.7,0.74,0.03,"Doctor from Mumbai, loves Beauty. Frequent Windows user.",Apple,0.66,Best Fashion products
